dx_t,dy_t,dz_t
0.2555985270299634,0.12214840135021426,-0.49547633417580716
0.1852384558766214,0.09620046650047546,-0.4551730912435816
0.13538730660758153,0.04036387011224127,-0.356978830019378
0.07945904580912061,0.0020396114654590014,-0.2394243095258814
0.04294298059859486,-0.01939014826408539,-0.13269090294128238
0.0190389602866623,-0.018347192949942595,-0.06326606973998372
0.007497508209956205,-0.012229309460381185,-0.02783122126321247
0.0040651013726504814,-0.005793899167122238,-0.014594600892212706
0.002962561753836468,-0.004222409321632911,-0.010636023370666325
0.002752555467982809,-0.003923966522837427,-0.009884005051383316
0.0027523895438357204,-0.003924009715506008,-0.009884034106607598
0.0027523895438357204,-0.003924009715506008,-0.009884034106607598
