dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
-0.12705348281686563,0.22928846026685828,-0.30255867470067843,-0.12705348281686563,0.22928846026685828,-0.30255867470067843,0.5037936347754652,-0.18969215692720365,0.3170621684043415,0.5181986140805133,-0.21761178124910746,0.35319366087150167
-0.10548802863959672,0.18516153772422023,-0.2309938408682084,-0.12705348281686563,0.22928846026685828,-0.30255867470067843,0.48222818059819633,-0.14556523438456562,0.24549733457187145,0.5037936347754652,-0.18969215692720365,0.3170621684043415
-0.07752661585092213,0.13017717822597658,-0.15001499590974587,-0.10548802863959672,0.18516153772422023,-0.2309938408682084,0.45426676780952174,-0.09058087488632197,0.16451848961340892,0.48222818059819633,-0.14556523438456562,0.24549733457187145
-0.058767882397101845,0.07181305444026638,-0.0807194067850826,-0.07752661585092213,0.13017717822597658,-0.15001499590974587,0.43550803435570146,-0.03221675110061176,0.09522290048874565,0.45426676780952174,-0.09058087488632197,0.16451848961340892
-0.034207912099494586,0.03990527387524917,-0.03227918782513106,-0.058767882397101845,0.07181305444026638,-0.0807194067850826,0.4109480640580942,-0.00030897053559454657,0.04678268152879411,0.43550803435570146,-0.03221675110061176,0.09522290048874565
-0.014054193336391463,0.0164055482329249,-0.01327399090939374,-0.028661981159979533,0.03343566262300812,-0.027045949797006696,0.39634027623450613,0.016721143854488675,0.033010722641181156,0.4109480640580942,-0.00030897053559454657,0.04678268152879411
-0.008194256273792444,0.009568768254294625,-0.007743457172993462,-0.014056272871509012,0.016404971681635287,-0.01327250054026552,0.39047825963678956,0.023557347281829337,0.0274816792739091,0.39634027623450613,0.016721143854488675,0.033010722641181156
-0.006480827242037246,0.007567838642158507,-0.006124185961576711,-0.008195740436621302,0.009568357142301052,-0.007742393840812711,0.3887633464422055,0.025557865781971882,0.0258634713946731,0.39047825963678956,0.023557347281829337,0.0274816792739091
-0.00602593117830863,0.007036300437827082,-0.005693928112784963,-0.0064813396992591255,0.007567696154482426,-0.0061238196297860314,0.388307937921255,0.026089261498627225,0.02543357987767203,0.3887633464422055,0.025557865781971882,0.0258634713946731
-0.006026045528280344,0.007036268595320236,-0.005693846439175088,-0.006026045528280344,0.007036268595320236,-0.005693846439175088,0.388307937921255,0.026089261498627225,0.02543357987767203,0.388307937921255,0.026089261498627225,0.02543357987767203
